drug_Smiles,drug_ATC,drug_Name
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,A03CA02,Clidinium
CN(C)\C=N\C1=C(I)C=C(I)C(CCC(O)=O)=C1I,V08AC10,Iopodic acid
CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,G03AA09,Desogestrel
CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,J01CE01,Benzylpenicillin
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,P03BA02,Cypermethrin
O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,J04AK03,Terizidone
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,S03BA01,Dexamethasone
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,M01AB05,Diclofenac
CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,A10BJ03,Lixisenatide
CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,A07DA01,Diphenoxylate
CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,L01CA04,Vinorelbine
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,J05AR01,Zidovudine
CCN(CC)C(=O)N1CCN(C)CC1,P02CB02,Diethylcarbamazine
CON(C)CC1=CC=C(O)C2=C1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,J01AA14,Sarecycline
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,A02BD06,Clarithromycin
C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CN=CC=C1,C04AC07,Ciclonicate
CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,S01EC03,Dorzolamide
COC1=CC2=C(SC3=CC=CC=C3C2(O)CCCN(C)C)C=C1,R05DB22,Meprotixol
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,N07AA51,Neostigmine
CCCC(CCC)C(N)=O,N03AG02,Valpromide
CS(=O)(=O)OC[C@@H](OS(C)(=O)=O)[C@@H](O)[C@H](O)[C@@H](COS(C)(=O)=O)OS(C)(=O)=O,L01AB03,Mannosulfan
CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,R03AL01,Ipratropium
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1=CC=C(N)C=C1,J05AE10,Darunavir
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,J05AR09,Cobicistat
CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl,B01AC02,Cloricromen
CC1=CC=CC=C1C(O)([C@@H]1CN2CCC1CC2)C1=C(C)C=CC=C1,R06AX32,Sequifenadine
CS(=O)(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN3CCC(CC3)C(N)=O)C2=C1,A04AD05,Metopimazine
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,S01AA07,Framycetin
CN1C(\C=C\C2=NC(N)=NC=C2)=NC=C1[N+]([O-])=O,G01AF13,Azanidazole
CCNC1C2CCC(C2)C1C1=CC=CC=C1,N06BA06,Fencamfamin
O[Fe](O)O,B03AB04,Ferric hydroxide
CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,N05AL07,Levosulpiride
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](\N=C\N1CCCCCC1)C2=O,J01CA08,Pivmecillinam
CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,N05CE01,Glutethimide
CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1,A08AX01,Rimonabant
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,A10BD12,Sitagliptin
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1,A03AB08,Tridihexethyl
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,R03AL03,Umeclidinium
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,A10BB09,Gliclazide
N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,A10BD21,Saxagliptin
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,L04AA13,Leflunomide
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,C10BA09,Fenofibrate
CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,A05AA04,Obeticholic acid
CN[C@@]1(CCCCC1=O)C1=C(Cl)C=CC=C1,N06AX27,Esketamine
NC(=O)C1=CSC(=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,L01XX18,Tiazofurine
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,M01BA01,Phenylbutazone
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,A16AX10,Eliglustat
OC(CNCC(O)C1CCC2=CC(F)=CC=C2O1)C1CCC2=CC(F)=CC=C2O1,C09DX05,Nebivolol
CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,J02AX06,Anidulafungin
OS(=O)(=O)CI,V08AA09,Methiodal
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,S01BA11,Desonide
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,S01BC03,Diclofenac
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,R07AB08,Dimefline
CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1,V03AH01,Diazoxide
OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,R03AL03,Vilanterol
CC1=C(C=C2C(CCCS2(=O)=O)=C1)S(N)(=O)=O,C03BA09,Meticrane
COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,C02AC05,Moxonidine
COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,R03AC13,Formoterol
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,A01AC02,Dexamethasone
O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,V03AB35,Sugammadex
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,D01AC15,Fluconazole
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,H05BX03,Doxercalciferol
CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1,A03FA09,Mosapride
OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,N05AB02,Fluphenazine
CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(O)=O,A06AX07,Plecanatide
CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,D06BA06,Sulfamerazine
ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1,B01AC05,Ticlopidine
CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,J01EB02,Sulfamethizole
CC(C)(C)NCC(O)COC1=C(Cl)C=CC(Cl)=C1,C07AA27,Cloranolol
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,J04AM08,Trimethoprim
CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,N05AH03,Olanzapine
CC(C)(O)C1=C(CC[C@@H](SCC2(CC(O)=O)CC2)C2=CC(\C=C\C3=NC4=CC(Cl)=CC=C4C=C3)=CC=C2)C=CC=C1,R03DC03,Montelukast
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,J01GB13,Bekanamycin
CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=C(OC1=O)C=CC=C2,B01AA07,Acenocoumarol
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,H01CA01,Gonadorelin
COC(F)(F)C(Cl)Cl,N02BG09,Methoxyflurane
N[C@@H]1C[C@H]1C1=CC=CC=C1,N06AF04,Tranylcypromine
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(=O)OC\C=C(/C)CCC=C(C)C,A02BX07,Gefarnate
COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,C07AB09,Esmolol
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,C10BX06,Ramipril
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,A02BD04,Clarithromycin
CC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,R03BB02,Oxitropium
CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,C01BA13,Hydroquinidine
NS(=O)(=O)C1=CC2=C(NC(CSCC(F)(F)F)NS2(=O)=O)C=C1Cl,C03EA03,Epitizide
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,L01BC05,Gemcitabine
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,J01AA20,Rolitetracycline
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,N07XX02,Riluzole
CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,S01GX09,Olopatadine
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(C)=O,D07AC16,Hydrocortisone aceponate
CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,R01AB07,Oxymetazoline
ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,G01AF04,Miconazole
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,C08CA03,Isradipine
CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,R03AC17,Bitolterol
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(O)=O)O1,A06AX03,Lubiprostone
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,N04AA02,Biperiden
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,A10BD24,Sitagliptin
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,S01EE05,Tafluprost
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl,S01BA12,Formocortal
OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,N05AF02,Clopenthixol
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,S01EE01,Latanoprost
ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,R06AX27,Desloratadine
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,J01CA09,Azlocillin
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)CCl,R01AD09,Mometasone furoate
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,G03AA16,Ethinylestradiol
CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,R06AX25,Mizolastine
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,D07XC02,Desoximetasone
CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,N03AG06,Tiagabine
NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br,R03CC63,Ambroxol
CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,A10BB11,Glisoxepide
COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,C08CA12,Barnidipine
CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,N05CA08,Vinylbital
CCCCNC(=N)NC(N)=N,A10BA03,Buformin
C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)[C@@H](C)O,L02BB06,Darolutamide
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,D07AC04,Fluocinolone acetonide
CNC(C)CC1=C(OC)C=CC=C1,R03CB02,Methoxyphenamine
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,P03AC02,Bioallethrin
CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,L01AD04,Streptozocin
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,A10BF03,Voglibose
ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,G01AF20,Butoconazole
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,A10AE56,Liraglutide
O[C@H]([C@H]1CCCCN1)C1=CC(=NC2=C(C=CC=C12)C(F)(F)F)C(F)(F)F,P01BC02,Mefloquine
ClC1=CC=C(CS[C@@H](CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,D01AC09,Sulconazole
ClC1=CC(Cl)=C(OCC#CI)C=C1Cl,D01AE11,Haloprogin
CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O,N02AA53,Hydromorphone
COC(CN1CCN(CC(O)C(OC)C2=CC=CC=C2)CC1)C1=CC=CC=C1,R05DB15,Zipeprol
O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,A16AX09,Glycerol phenylbutyrate
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(O)=O)C1CC2=C(C1)C=CC=C2,C09BA12,Delapril
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,G03CX01,Tibolone
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,S01BA07,Fluorometholone
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,N05AL01,Sulpiride
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=C(Cl)C=CC=C1)C(=O)OC,C09BB07,Amlodipine
CC1=CN(C(=O)C=C1)C1=CC=CC=C1,L04AX05,Pirfenidone
CCC1=CC2=CC(OC)=C(OC)C=C2C(CC2=CC=CC=C2)=N1,A03AD30,Moxaverine
CCOC(=O)C1(CCC=CC1N(C)C)C1=CC=CC=C1,N02AX01,Tilidine
CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,C01CE02,Milrinone
OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,C01CA14,Dopexamine
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(C)=O,D07AC14,Methylprednisolone aceponate
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,G03AA04,Ethinylestradiol
C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1,G02AB03,Ergometrine
CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)[C@@H](C(C)C)C(O)=O,C09DX01,Valsartan
FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,L01XX66,Selinexor
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,L01XE19,Ridaforolimus
CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,J01CR50,Benzylpenicillin
CCC(C)C(C)C1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1,C03EA05,Mebutizide
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,G03AA03,Ethinylestradiol
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,C07AG01,Labetalol
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,D07AC05,Fluocortolone
CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=C1C=CC=C2,S01GX08,Ketotifen
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,J01CR50,Sultamicillin
OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,J01XX07,Nitroxoline
C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1Cl,D01AC13,Omoconazole
OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,M05BA08,Zoledronic acid
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,C10AA03,Pravastatin
CCN(CC)CCN1C2=C(C=CC(OC)=C2)C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2,C02AA07,Bietaserpine
OCCNC(=O)C=CC1=CC=CC=C1,M02AX05,Idrocilamide
CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1,G04BD01,Emepronium
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,J01DH52,Meropenem
CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,N02AB01,Ketobemidone
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,A01AB12,Hexetidine
NC(=N)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,D08AC04,Hexamidine
NC(=N)N1CCC2=CC=CC=C2C1,C02CC04,Debrisoquine
ClC1=CC=C(C=C1)C(OCCN1CCCCC1)C1=CC=CC=C1,R05DB21,Cloperastine
CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O,R03AK05,Reproterol
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,G03AA10,Ethinylestradiol
