CanSmiles,ATC_L1,Drug_Name
CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F.CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F.O.O.O, S01AE06,Gatifloxacin
CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,J01MA09,Sparfloxacin
CCC1=NC=CC(=C1)C(=S)N,J04AD03,Ethionamide
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,D10AX05,Dapsone
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N, J04BA02,Dapsone
CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,A10BB12,Glimepiride
CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,A10BX02,Repaglinide
CCCCN=C(N)N=C(N)N,A10BA03,Buformin
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,A10BG02,Rosiglitazone maleate
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,C07AB04,Acebutolol hydrochloride
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,C07AB05,Betaxolol hydrochloride
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl, S01ED02,Betaxolol hydrochloride
CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O.Cl,C07AA15,Carteolol hydrochloride
CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O.Cl, S01ED05,Carteolol hydrochloride
CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,C07AG01,Labetalol hydrochloride
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(C(C(=O)O)O)(C(=O)O)O,C07AB02,Metoprolol tartrate
CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.OS(=O)(=O)O,C07AA23,Penbutolol sulfate
CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=CC(=O)O)C(=O)O,C07AA06,Timolol maleate
CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=CC(=O)O)C(=O)O, S01ED01,Timolol maleate
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,C02AC01,Clonidine hydrochloride
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl, N02CX02,Clonidine hydrochloride
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl, S01EA04,Clonidine hydrochloride
C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,C02AC02,Guanfacine hydrochloride
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,C02CA04,Doxazosin mesylate
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,C02CA01,Prazosin hydrochloride
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,G04CA03,Terazosin hydrochloride
CC1(C2CCC(C2)C1(C)NC)C.Cl,C02BB01,Mecamylamine hydrochloride
CC1(C2CCC1(C(=O)C2)CS(=O)(=O)[O-])C.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,C02BA01,Trimetaphan camsilate
CS(=O)(=O)O.C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,C01CA19,Fenoldopam mesylate
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],C02DD01,Sodium nitroprusside
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,C08CA01,Amlodipine besylate
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,C05AE03,Diltiazem hydrochloride
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl, C08DB01,Diltiazem hydrochloride
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,C08CA04,Nicardipine hydrochloride
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C08CA07,Nisoldipine
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,C08DA01,Verapamil hydrochloride
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,C09AA07,Benazepril hydrochloride
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O,C09AA02,Enalapril maleate
CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3.[Na+],C09AA09,Fosinopril sodium
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC.Cl,C09AA13,Moexipril hydrochloride
CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N,C09AA04,Perindopril erbumine
C1C(C(C(C(N1CCO)CO)O)O)O,A10BF02,Miglitol
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,C09CA06,Candesartan cilexetil
CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,C09CA07,Telmisartan
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,C08CA08,Nitrendipine
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,C01DA14,Isosorbide mononitrate
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.O.Cl,C08EA02,Bepridil hydrochloride
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O.Cl,C01CA07,Dobutamine hydrochloride
C1=CC(=C(C=C1CCN)O)O.Cl,C01CA04,Dopamine hydrochloride
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O,C07AB07,Bisoprolol fumarate
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O,C07AB02,Metoprolol succinate
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,C01BD01,Amiodarone hydrochloride
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,C01BA03,Disopyramide phosphate
CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,C01BC04,Flecainide acetate
CC1=C(C(=CC=C1)C)OCC(C)N.Cl,C01BB02,Mexiletine hydrochloride
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,C01BC03,Propafenone hydrochloride
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,C01BA01,Quinidine gluconate
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(=O)C(C(C(C(C(=O)O)O)O)O)O,C01BA01,Quinidine polygalacturonate
CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl,C07AB09,Esmolol hydrochloride
CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],C01BD02,Bretylium tosylate
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,G04BD07,Tolterodine
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,C01BD04,Dofetilide
CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O,C01BD05,Ibutilide fumarate
C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,C03DB01,Amiloride hydrochloride
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,C03AA01,Bendroflumethiazide
CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,S01EC04,Brinzolamide
CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl,S01EC03,Dorzolamide hydrochloride
C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,C03AA02,Hydroflumethiazide
CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,S01EC05,Methazolamide
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,C03AA08,Methyclothiazide
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,C03AA05,Polythiazide
C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,C03AA06,Trichlormethiazide
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,R01AC03,Azelastine hydrochloride
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl, R06AX19,Azelastine hydrochloride
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl, S01GX07,Azelastine hydrochloride
CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,J01CG02,Tazobactam
CC1OC2(CN3CCC2CC3)CS1.CC1OC2(CN3CCC2CC3)CS1.O.Cl.Cl,N07AX03,Cevimeline hydrochloride
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,R06AX09,Azatadine maleate
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,R06AB01,Brompheniramine maleate
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,R06AE07,Cetirizine hydrochloride
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl, S01GX12,Cetirizine hydrochloride
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,R06AB04,Chlorpheniramine maleate
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,D04AA14,Clemastine fumarate
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O, R06AA04,Clemastine fumarate
CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C.[Br-].[Br-],S01EB04,Demecarium bromide
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,R06AB02,Dexchlorpheniramine maleate
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,D04AA32,Diphenhydramine hydrochloride
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl, R06AA02,Diphenhydramine hydrochloride
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl,N06DA02,Donepezil hydrochloride
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,R06AX26,Fexofenadine hydrochloride
C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,N05BB01,Hydroxyzine hydrochloride
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,A02BA02,Ranitidine hydrochloride
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C.Cl,N02CC02,Naratriptan hydrochloride
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,N02CC04,Rizatriptan benzoate
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,N02CC01,Sumatriptan succinate
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,A04AA02,Granisetron hydrochloride
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl,A04AA01,Ondansetron hydrochloride hydrate
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,N02CA02,Ergotamine tartrate
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O,G02AB01,Methylergonovine maleate
CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=CC(=O)O)C(=O)O,N02CA04,Methysergide maleate
CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,G02AD04,Carboprost tromethamine
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,R03AC02,Albuterol sulfate
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O, R03CC02,Albuterol sulfate
CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C.CS(=O)(=O)O,R03AC17,Bitolterol mesylate
CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,R03AB03,Metaproterenol sulfate
CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O, R03CB03,Metaproterenol sulfate
CC(=O)O.CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,R03AC08,Pirbuterol acetate
CC(=O)O.CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O, R03CC07,Pirbuterol acetate
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,R03AC12,Salmeterol xinafoate
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,R03AC03,Terbutaline sulfate
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O, R03CC03,Terbutaline sulfate
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,A07EA07,Beclomethasone dipropionate
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC, D07AC15,Beclomethasone dipropionate
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC, R01AD01,Beclomethasone dipropionate
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC, R03BA01,Beclomethasone dipropionate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,D07AC13,Mometasone furoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C, D07XC03,Mometasone furoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C, R01AD09,Mometasone furoate
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C, R03BA07,Mometasone furoate
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,R03DA01,Dyphylline
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl,N05BA02,Chlordiazepoxide hydrochloride
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],N05BA05,Clorazepate dipotassium
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl.Cl,N05CD01,Flurazepam hydrochloride
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl,N05CD08,Midazolam hydrochloride
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,V03AB25,Flumazenil
CC(C)C1(C(=O)NC(=O)NC1=O)CC=C,N05CA05,Aprobarbital
CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,N03AA01,Mephobarbital
CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],N03AA02,Phenobarbital sodium
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl,N05BE01,Buspirone hydrochloride
CCC(C=CCl)(C#C)O,N05CM08,Ethchlorvynol
CC1OC(OC(O1)C)C,N05CC05,Paraldehyde
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,N05CF02,Zolpidem tartrate
CC1=CNN=C1,V03AB34,Fomepizole
CCN1C(=O)C(NC1=O)C2=CC=CC=C2,N03AB01,Ethotoin
CCC(C(=O)N)N1CCCC1=O,N03AX14,Levetiracetam
CCCC(CCC)C(=O)[O-].[Na+],N03AG01,Valproate sodium
CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl,N01AX03,Ketamine hydrochloride
CCC#CC(C)C1(C(=O)N=C(N(C1=O)C)[O-])CC=C.[Na+],N01AF01,Methohexital sodium
CCC#CC(C)C1(C(=O)N=C(N(C1=O)C)[O-])CC=C.[Na+], N05CA15,Methohexital sodium
CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+],N01AF03,Thiopental sodium
CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+], N05CA19,Thiopental sodium
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,A03AA07,Dicyclomine hydrochloride
CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl,G04BD02,Flavoxate hydrochloride
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.O.OS(=O)(=O)O,A03BA03,Hyoscyamine sulfate
C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],A03AB12,Mepenzolate bromide
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],A03AB07,Methanthelinium bromide
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,G04BD04,Oxybutynin chloride
CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[Cl-],A03AB08,Tridihexethyl chloride
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],A02BC04,Rabeprazole sodium
CS(=O)(=O)O.C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,A04AA04,Dolasetron mesylate
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,A03FA01,Metoclopramide
C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+],A07EC03,Olsalazine sodium
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,A07DA03,Loperamide hydrochloride
[OH-].[OH-].[Mg+2],A02AA04,Magnesium hydroxide
[OH-].[OH-].[Mg+2], G04BX01,Magnesium hydroxide
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl,N01BA04,Chloroprocaine hydrochloride
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl, S01HA08,Chloroprocaine hydrochloride
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,C05AD04,Dibucaine
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC, D04AB02,Dibucaine
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC, N01BB06,Dibucaine
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC, S01HA06,Dibucaine
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC, S02DA04,Dibucaine
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,A05AA02,Ursodiol
CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl,N01BX02,Dyclonine hydrochloride
CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl, R02AD04,Dyclonine hydrochloride
CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C.Cl,N01BB07,Etidocaine hydrochloride
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,N01BB03,Mepivacaine hydrochloride
CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,C05AD07,Pramoxine hydrochloride
CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl, D04AB07,Pramoxine hydrochloride
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,C05AD05,Procaine hydrochloride
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl, N01BA02,Procaine hydrochloride
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl, S01HA05,Procaine hydrochloride
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,C05AD02,Tetracaine hydrochloride
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl, D04AB06,Tetracaine hydrochloride
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl, N01BA03,Tetracaine hydrochloride
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl, S01HA03,Tetracaine hydrochloride
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,R01AA08,Naphazoline hydrochloride
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl, R01AB02,Naphazoline hydrochloride
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl, S01GA01,Naphazoline hydrochloride
C1=CC=C(C=C1)C2C(=O)N=C(O2)N,N06BA05,Pemoline
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,L04AK01,Leflunomide
C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,P02CE01,Levamisole hydrochloride
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+],D07AA01,Methylprednisolone sodium succinate
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+], D10AA02,Methylprednisolone sodium succinate
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+], H02AB04,Methylprednisolone sodium succinate
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,L04AA06,Mycophenolate mofetil
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,L01EG04,Sirolimus
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC, L04AH01,Sirolimus
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC, S01XA23,Sirolimus
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,L04AX02,Thalidomide
C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O.Cl,M03BX30,Phenyramidol hydrochloride
C1CC(C2=CC=CC=C2C1)C3=NCCN3.[N+](=O)(O)[O-],R01AA06,Tetrahydrozoline nitrate
C1CC(C2=CC=CC=C2C1)C3=NCCN3.[N+](=O)(O)[O-], R01AB03,Tetrahydrozoline nitrate
C1CC(C2=CC=CC=C2C1)C3=NCCN3.[N+](=O)(O)[O-], S01GA02,Tetrahydrozoline nitrate
CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,R01AA07,Xylometazoline hydrochloride
CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl, R01AB06,Xylometazoline hydrochloride
CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl, S01GA03,Xylometazoline hydrochloride
