CanSmiles,ATC_L1,Drug_Name
CCC(=O)N1C2=CC=CC=C2N(C1=O)C3CCN(CC3)CCC(C#N)(C4=CC=CC=C4)C5=CC=CC=C5,N02AC05,Bezitramide
CC(=O)OC1=CC=CC(=C1OC(=O)C)C(=O)O,N02BA09,Dipyrocetyl
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,N02BA10,Benorilate
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC,N02BA14,Guacetisal
C1=CC=C(C(=C1)C(=O)O)O.C1=CN=CN1,N02BA16,Imidazole salicylate
CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,N02BE05,Propacetamol
CCC(C)N(CC(C1=CC=CN1CC2=CC=CC=C2Cl)O)C(C)CC,N02BG05,Viminol
CC(=O)C1(CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)C(F)(F)F)C)O,N02CB01,Flumedroxone
CC(C)N1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O,N02CX03,Iprazochrome
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CC(CC1CCCCC1)NC,N03AA04,Barbexaclone
CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,N03AX18,Lacosamide
C1=CC=C(C=C1)CNC(=O)CCCl,N03AX30,Beclamide
CCN(CC)CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,N04AA09,Phenglutarimide
CCN(CC)CCCOC(=O)C1(CC2CCC1C2)C3=CC=CC=C3,N04AA11,Bornaprine
CN1C2CCC1CC(=C3C4=CC=CC=C4CSC5=CC=CC=C53)C2,N04AA12,Tropatepine
COC(=O)C(CC1=CC(=C(C=C1)O)O)N,N04BA04,Melevodopa
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,N04BC08,Piribedil
CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,N04BX03,Budipine
CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,N05AA06,Cyamemazine
CCN(CC)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,N05AA07,Chlorproethazine
CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,N05AD03,Melperone
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,N05AL05,Amisulpride
COC1=CC(=CC(=C1OC)C(=O)NCC2CCCN2CC=C)S(=O)(=O)N,N05AL06,Veralipride
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,N05AL07,Levosulpiride
CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,N05AX07,Prothipendyl
C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,N05BA14,Pinazepam
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,N05BA15,Camazepam
CCCCSC1=CC=C(C=C1)C(C2=CC=CC=C2)SCCN(C)C,N05BB02,Captodiame
CCC(C)(CC)OC(=O)N,N05BC03,Emylcamate
COC1=CC=CC=C1OCC2CNC(=O)O2,N05BX01,Mephenoxalone
CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OC4=CC=C(C=C4)Cl,N05BX02,Gedocarnil
CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,N05BX03,Etifoxine
CCCC(C)C1(C(=O)NC(=O)NC1=O)C=C,N05CA08,Vinylbital
CCC=C(C)C1(C(=O)NC(=O)NC1=O)CC,N05CA09,Vinbarbital
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,N05CA10,Cyclobarbital
CC(CC1(C(=O)NC(=O)NC1=O)CC=C)O,N05CA22,Proxibarbal
CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O,N05CC02,Chloralodol
CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,N05CD11,Loprazolam
C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCO)O)F,N05CD12,Doxefazepam
C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F,N05CD13,Cinolazepam
CCC1(C(=O)C=CNC1=O)CC,N05CE03,Pyrithyldione
CC1=C(SC=N1)CCCl,N05CM02,Clomethiazole
C#CCC1(CCCCC1)OC(=O)N,N05CM10,Hexapropymate
CCC(C)(C#C)O,N05CM15,Methylpentynol
CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3,N05CM16,Niaprazine
C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,N06AA19,Amineptine
C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53,N06AA23,Quinupramine
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,N06AF02,Nialamide
CC(C)NNC(=O)COC1=CC=C(C=C1)Cl,N06AF06,Iproclozide
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,N06AX01,Oxitriptan
CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F,N06AX10,Oxaflozane
CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,N06AX13,Medifoxamine
CC(C)(C)C(=O)NCCCC(=O)O,N06AX15,Pivagabine
CCNC1C2CCC(C2)C1C3=CC=CC=C3,N06BA06,Fencamfamin
CCN=C1NC(=O)C(O1)C2=CC=CC=C2,N06BA08,Fenozolone
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,N06BX05,Fipexide
C1C(CN(C1=O)CC(=O)N)O,N06BX07,Oxiracetam
CC1=NC=C(C(=C1O)CO)COC(=O)CCC(=O)OCCN(C)C,N06BX08,Pirisudanol
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,N06BX17,Adrafinil
C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,N07AX02,Choline alfoscerate
CC(C)CC(C(=O)O)NC(=O)C,N07CA04,Acetylleucine
CC1=CC(=C(C2=C1C=CC=N2)O)Br,P01AA05,Tilbroquinol
C1COCCN1CCN2C=NC=C2[N+](=O)[O-],P01AB06,Nimorazole
CC1=NC=C(N1CC(C)O)[N+](=O)[O-],P01AB07,Secnidazole
C1=CC(=CC=C1CN(CCO)C(=O)C(Cl)Cl)OC2=CC=C(C=C2)[N+](=O)[O-],P01AC02,Clefamide
CCOCCN(CC1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C(Cl)Cl,P01AC03,Etofamide
CC(=O)NC1=C(C=CC(=C1)[As]2SCC(S2)CO)O,P01AR01,Arsthinol
C1=CC(=CC=C1NCCNC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O,P01AR02,Difetarsone
C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1,P01AX04,Phanquinone
C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-],P01AX08,Tenonitrozole
CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C,P01BE04,Artemotil
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,P01BE05,Artenimol
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,P02BX04,Triclabendazole
CCCC(=O)C1=C(C(=C(C=C1O)OC)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O,P02DX01,Desaspidin
CCOC(=S)SSC(=S)OCC,P03AA01,Dixanthogen
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,P03AB01,Clofenotane
CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,P03BA04,Tetramethrin
CC(CC1CCCC1)NC,R01AA02,Cyclopentamine
CCCCCC(C)N,R01AA11,Tuaminoheptane
CCCCCC(C)N, R01AB08,Tuaminoheptane
CC(C)C1=CC=CC=C1OCC2=NCCN2,R01AA12,Fenoxazoline
CC1=CC(=C(C=C1)C(C)C)OCC2=NCCN2,R01AA13,Tymazoline
CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,R01AC05,Spaglumic acid
CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O, S01GX03,Spaglumic acid
C(C(=O)O)SC(SCC(=O)O)SCC(=O)O,R01AX05,Ritiometan
C1=CC(=CC=C1NN=C(N)N)N=NC(=S)N,R02AA01,Ambazone
CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,R03CC12,Bambuterol
CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C,R03DA06,Etamiphylline
COC(CN1CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3,R03DX02,Eprozinol
CCOC(=O)CSCCC1NC(CS1)C(=O)O,R05CB09,Letosteine
CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1,R05CB11,Stepronin
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)NC(=O)C3=CC=CS3)O,R05CB14,Neltenexine
C1CSC(=O)C1NC(=O)CSCC(=O)O,R05CB15,Erdosteine
CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,R05DA06,Normethadone
CN1CCC23C4C1CC5=C2C(=C(C=C5)OCCN6CCOCC6)OC3C(C=C4)O,R05DA08,Pholcodine
CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,R05DA10,Thebacon
CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2,R05DB07,Oxolamine
C[N+](C)(C)CCOC(CC1=CC=CC=C1)C2=CC=CC=C2.[Br-],R05DB12,Bibenzonium bromide
CC(CCN1CCOCC1)OC(=O)C2(CCOCC2)C3=CC=CC=C3,R05DB14,Fedrilate
COC(CN1CCN(CC1)CC(C(C2=CC=CC=C2)OC)O)C3=CC=CC=C3,R05DB15,Zipeprol
CCC(=O)C1(CCN(CC1)CCOCCO)C2=CC=CC=C2,R05DB17,Droxypropine
C1CCN(CC1)CCC2=NC(=NO2)CC(C3=CC=CC=C3)C4=CC=CC=C4,R05DB18,Prenoxdiazine
C1CN(CCN1CC(CO)O)C2=CC=CC=C2,R05DB19,Dropropizine
CN(C)CCCC1(C2=CC=CC=C2SC3=C1C=C(C=C3)OC)O,R05DB22,Meprotixol
COC1=CC(=CC(=C1OCCN2CCOCC2)OC)C(=O)C3=CC=C(C=C3)Cl,R05DB25,Morclofone
CC1(C(=O)CCC2=CC=CC=C21)CCN3CCCCC3,R05DB26,Nepinalone
CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,R05DB28,Dimethoxanate
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,R06AB04,Chlorphenamine
CN(C)CCN1C(=O)C2=CC=CC=C2C(=N1)CC3=CC=CC=C3,R06AB07,Talastine
C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3,R06AC02,Histapyrrodine
CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C,R06AD08,Oxomemazine
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,R06AE09,Levocetirizine
C1CCN(C1)CC=C(CC2=CC=C(C=C2)Cl)C3=CC=CC=C3,R06AX08,Pyrrobutamine
CN1C2CCC1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35,R06AX16,Deptropine
CCOC1=C(C(=C(C2=C1C(OC2=O)C3C4=C(C5=C(C=C4CCN3C)OCO5)OC)N)OCC)OCC,R06AX21,Tritoqualine
CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1,R06AX23,Pimethixene
CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,R06AX28,Rupatadine
CCN(CC)C(=O)C1=CN=CC=C1,R07AB02,Nikethamide
C1CCC2=NN=NN2CC1,R07AB03,Pentetrazol
COC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3O2)CN4CCCCC4,R07AB09,Mepixanox
C1=CC(=CC=C1C(C(CO)NC(=O)CN=[N+]=[N-])O)[N+](=O)[O-],S01AA25,Azidamfenicol
CC(=CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N)C,S01AB03,Sulfadicramide
C12=C(C(=C(C(=C1Br)Br)Br)Br)O[Bi]O2.O,S01AX05,Bibrocathol
C1CN(CCN1C(=NC(=NC2=CC=C(C=C2)Cl)N)N)C(=NC(=NC3=CC=C(C=C3)Cl)N)N,S01AX16,Picloxydine
CC1=C(C(=O)C=CN1C)O,V03AC02,Deferiprone
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NCCO)I,V08AA05,Ioxitalamic acid
C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].[Gd+3],V08CA09,Gadobutrol
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,A03AD01,Papaverine
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC, G04BE02,Papaverine
CNC(=S)NCO,B05CA07,Noxytiolin
C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.[Ca+2],C05BX01,Calcium dobesilate
CCCCN(CCN(CC)CC)C(=O)C1=CC=CC2=CC=CC=C21,C01BD03,Bunaftine
CCOC(=O)C(=CC1=NC=C(N1C)[N+](=O)[O-])C(=O)C,G01AF14,Propenidazole
CCOC(=O)C(=CC1=NC=C(N1C)[N+](=O)[O-])C(=O)C, P01AB05,Propenidazole
CC1=CC(=C(C=C1C)O)C2CC3CCC2(C3(C)C)C,J01XX02,Xibornol
C1=CC2=C(C(=C(C=C2S(=O)(=O)O)I)O)N=C1.C(=O)(O)[O-].[Na+],P01AX01,Chiniofon
CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,A03AX08,Alverine
C1C2CC3CC1CC(C2)(C3)N,N04BB01,Amantadine
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,R02AD05,Ambroxol
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O, R05CB06,Ambroxol
CCN(CC)C(C)C(=O)C1=CC=CC=C1,A08AA03,Amfepramone
C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,C03DB01,Amiloride
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,N06AA09,Amitriptyline
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,C08CA01,Amlodipine
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,J01CA04,Amoxicillin
C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,L01XX35,Anagrelide
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,A14AA01,Androstanolone
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C, G03BB02,Androstanolone
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,R01AC04,Antazoline
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3, R06AX05,Antazoline
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,R01AC04,Antazoline hydrochloride
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl, R06AX05,Antazoline hydrochloride
CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,G04BE07,Apomorphine
CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O, N04BC07,Apomorphine
C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,S01EA03,Apraclonidine
C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,J01GB12,Arbekacin
CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F,H02AB05,Paramethasone
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,A07AA06,Paromomycin
CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,N01BB08,Articaine
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,J05AE08,Atazanavir
C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,L01BA04,Pemetrexed
CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,N06BA09,Atomoxetine
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,C10AA05,Atorvastatin
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,R06AX09,Azatadine
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,R01AC03,Azelastine
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl, R06AX19,Azelastine
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl, S01GX07,Azelastine
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)[O-])C.[Na+],J01CE04,Azidocillin sodium salt
CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,J01FA10,Azithromycin
CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O, S01AA26,Azithromycin
CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C,J01CA06,Bacampicillin
C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,A07EC04,Balsalazide
CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,R03CC12,Bambuterol hydrochloride
CCCCNCC(C1=CC=C(C=C1)O)O,C04AA31,Bamethan
CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO,R03DA08,Bamifylline
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,D04AA15,Bamipine dihydrochloride
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3.Cl, R06AX01,Bamipine dihydrochloride
CC(C(=O)O)O.CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,D04AA15,Bamipine lactate
CC(C(=O)O)O.CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3, R06AX01,Bamipine lactate
CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,C08CA12,Barnidipine
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,A07EA07,Beclometasone
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C, D07AC15,Beclometasone
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C, R01AD01,Beclometasone
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C, R03BA01,Beclometasone
CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O,S01ED06,Befunolol
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,C09AA07,Benazepril
CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2,C04AX11,Bencyclane
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,L01AA09,Bendamustine
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)[O-].C(CC[NH3+])CC(C(=O)[O-])[NH3+],M02AA11,Bendazac lysine
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)[O-].C(CC[NH3+])CC(C(=O)[O-])[NH3+], S01BC07,Bendazac lysine
CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2.Cl,A10BX06,Benfluorex hydrochloride
CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,C08CA15,Benidipine
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,N04AC01,Benzatropine
CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3,R05DB02,Benproperine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,A01AD02,Benzydamine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3, G02CC03,Benzydamine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3, M01AX07,Benzydamine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3, M02AA05,Benzydamine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3, R02AX03,Benzydamine
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.C1=CC=C(C(=C1)C(=O)O)O,A01AD02,Benzydamine salicylate
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.C1=CC=C(C(=C1)C(=O)O)O, G02CC03,Benzydamine salicylate
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.C1=CC=C(C(=C1)C(=O)O)O, M01AX07,Benzydamine salicylate
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.C1=CC=C(C(=C1)C(=O)O)O, M02AA05,Benzydamine salicylate
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.C1=CC=C(C(=C1)C(=O)O)O, R02AX03,Benzydamine salicylate
C1C=CC=CC1CC23C(=NC=NC2=O)S3,H03BA03,Benzylthiouracil
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,C08EA02,Bepridil
COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,D05BA03,Bergaptene
CNCCC1=CC=CC=N1,N07CA01,Betahistine
C[N+](C)(C)CC(=O)[O-],A16AA06,Betaine
C[N+](C)(C)CC(=O)O.C(C(C(=O)[O-])N)C(=O)O,A16AA06,Betaine aspartate
C[N+](C)(C)CC(=O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,A16AA06,Betaine citrate
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,C07AB05,Betaxolol
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O, S01ED02,Betaxolol
CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2,N06AX08,Bifemelane
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,P03AC02,Bioallethrin
C1=CC=C2C(=C1)NC(=O)C(O2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,A06AB09,Bisoxatin
CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C,R03AC17,Bitolterol
CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,C07AA17,Bopindolol
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,C02KX01,Bosentan
C(CC(=O)O)C(C(=O)O)N.Cl,A09AB01,Glutamic acid hydrochloride
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,D11AX21,Brimonidine
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br, S01EA05,Brimonidine
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br, S01GA07,Brimonidine
C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,S01BC11,Bromfenac
CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,R05CB02,Bromhexine
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,R06AB01,Brompheniramine
CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC,C01CE04,Bucladesine
CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,R06AE01,Buclizine
COC1=CC(=C(C(=C1)OC)C(=O)CCC[NH+]2CCCC2)OC.[Cl-],C04AX20,Buflomedil hydrochloride
CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)[O-].CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)[O-].CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)[O-].CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)[O-].O.[Ca+2].[Ca+2],M01AB07,Bumadizone calcium salt hemihydrate
CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,C04AA02,Buphenine
CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O, G02CA02,Buphenine
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,N01BB01,Bupivacaine
CC(=O)NC(CS)C(=O)[O-].[Na+],R05CB01,Acetylcysteine sodium salt
CC(=O)NC(CS)C(=O)[O-].[Na+], S01XA08,Acetylcysteine sodium salt
CC(=O)NC(CS)C(=O)[O-].[Na+], V03AB23,Acetylcysteine sodium salt
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)OC(=O)C)O,C01AA02,Acetyldigoxin
CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C.Cl,R05DA12,O-Acetyldihydrocodeine hydrochloride
CNCC(=O)C1=CC(=C(C=C1)O)O.Cl,A01AD06,Adrenalone hydrochloride
CNCC(=O)C1=CC(=C(C=C1)O)O.Cl, B02BC05,Adrenalone hydrochloride
COC1=CC2=C(C=C1C(=O)NCC3CCCN3CC=C)NN=N2.Cl,A03FA05,Alizapride hydrochloride
C1=NNC2=C1N=CN=C2[O-].[Na+],M04AA01,Allopurinol sodium
C(CC(=O)O)C(=O)CN,L01XD04,Aminolevulinic acid
