DRUG_NAME,smiles,ADRECS_ID,Match,smiles_index
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,24.01.01.008,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,21.01.01.002,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,04.04.01.003,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,11.05.03.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,22.06.02.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,07.01.07.003,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,17.14.01.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,16.14.01.003,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,10.01.07.002,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,02.01.02.004,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,10.01.03.010,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,21.08.02.002,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,17.14.02.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,21.05.04.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,09.01.01.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,17.08.01.007,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,15.03.04.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,19.06.02.003,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,15.05.03.004,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,07.01.07.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,08.01.08.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,19.15.01.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,15.05.04.007,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,19.06.02.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,15.01.02.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,02.02.02.015,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,08.01.03.011,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,07.01.05.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,21.08.01.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,23.02.02.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,17.03.01.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,23.03.13.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,07.01.05.002,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,10.01.05.009,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,13.14.03.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,10.02.01.020,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,19.04.03.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,15.03.04.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,23.03.12.001,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,05.05.01.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,21.06.01.003,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,11.03.03.005,1.0,-470
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,14.04.01.004,1.0,-470
