drug_Smiles,drug_ATC,drug_Name
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,C02AA05,Deserpidine
CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,C02AB01,Methyldopa
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,N02AA01,Morphine
C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,V03AB02,Nalorphine
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,A06AH04,Naloxone
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O, V03AB15,Naloxone
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,A14AB01,Nandrolone
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34, S01XA11,Nandrolone
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,A06AD12,Lactitol
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,C08CA04,Nicardipine
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,N05BA16,Nordazepam
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,N06AA10,Nortriptyline
CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,J05AH02,Oseltamivir
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,M01AA03,Oxyphenbutazone
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3, M02AA04,Oxyphenbutazone
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3, S01BC02,Oxyphenbutazone
CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,P03AC03,Phenothrin
CNCC(C1=CC(=CC=C1)O)O,C01CA06,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, C05AX06,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, R01AA04,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, R01AB01,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, R01BA03,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, S01FB01,Phenylephrine
CNCC(C1=CC(=CC=C1)O)O, S01GA05,Phenylephrine
CC(C(C1=CC=CC=C1)O)N,R01BA01,Phenylpropanolamine
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,A14AA07,Prasterone
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C, G03XX01,Prasterone
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,P01BA03,Primaquine
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,C05AD05,Procaine
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N, N01BA02,Procaine
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N, S01HA05,Procaine
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,C07AA05,Propranolol
CC(C(C1=CC=CC=C1)O)NC,R01BA02,Pseudoephedrine
CC1=NC=C(C(=C1O)CO)CO,A11HA02,Pyridoxine
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,N05AH04,Quetiapine
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,C01BA01,Quinidine
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,P01BC01,Quinine
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,G03XC01,Raloxifene
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,J01GB10,Ribostamycin
C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,M05BA07,Risedronic acid
CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,A16AX07,Sapropterin
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,A05BA03,Silibinin
CC1=CCC(CC1O)C(C)(C)O,R05CB07,Sobrerol
C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,G04BD08,Solifenacin
CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,J01XX04,Spectinomycin
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,A07AA04,Streptomycin
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O, J01GA01,Streptomycin
C1CC(=O)NC1=O,G04BX10,Succinimide
C1=CC(=CC=C1N)S(=O)(=O)N,D06BA05,Sulfanilamide
C1=CC(=CC=C1N)S(=O)(=O)N, J01EB06,Sulfanilamide
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,L01EX01,Sunitinib
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,D11AH01,Tacrolimus
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC, L04AD02,Tacrolimus
CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,G04CA02,Tamsulosin
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,R03AC03,Terbutaline
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O, R03CC03,Terbutaline
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-],A11DA01,Thiamine
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O.[Cl-],A11DA01,Monophosphothiamine
C1CN=C(N1)CC2=CC=CC=C2,C04AB02,Tolazoline
C1CN=C(N1)CC2=CC=CC=C2, M02AX02,Tolazoline
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,N05AB06,Trifluoperazine
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,N06AX16,Venlafaxine
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,L01CA01,Vinblastine
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,C04AX07,Vincamine
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,L01CA02,Vincristine
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,B01AA03,Warfarin
COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,G04BE04,Yohimbine
CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,C04AX28,Ifenprodil
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,J01AA08,Minocycline
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,C08DA51,Verapamil
OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,S02AA15,Ciprofloxacin
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,S01AA09,Tetracycline
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,G02CC01,Ibuprofen
IC(I)I,D09AA13,Iodoform
CN(C)C(=N)NC(N)=N,A10BD11,Metformin
NCC(O)=O,B05CX03,Glycine
COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1,L01DB01,Doxorubicin
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,J05AB03,Vidarabine
OC1=CC(O)=CC=C1,D10AX02,Resorcinol
COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,C08CA05,Nifedipine
OCC1=CC=CC=C1,P03AX06,Benzyl alcohol
CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,J02AB02,Ketoconazole
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,S01XA11,Nandrolone
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,A14AA07,Prasterone
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,J01GA01,Streptomycin
CC(C)=CC1C(C(=O)OCC2=CC(OC3=CC=CC=C3)=CC=C2)C1(C)C,P03AC03,Phenothrin
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FB10,Estradiol
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O,S01AA16,Rifamycin
NCCC1=NNC=C1,V04CG02,Betazole
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,D09AA12,Chlorhexidine
OC(=O)C1=CC=CC=C1O,N02BA04,Salicylic acid
CC1=NC=C(N1CCO)[N+]([O-])=O,G01AF01,Metronidazole
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,C07CB03,Atenolol
[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+]([O-])=O,C05AE02,Isosorbide dinitrate
COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1,L01DB03,Epirubicin
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,J01GB01,Tobramycin
S=C1N=CNC2=C1NC=N2,L01BB02,Mercaptopurine
CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,A11DA01,Thiamine
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,N02AJ08,Ibuprofen
CC1=NC=C(N1CCO)[N+]([O-])=O,P01AB51,Metronidazole
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,C10BX12,Atorvastatin
CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,J04BA01,Clofazimine
CC(=O)N[C@@H](CS)C(O)=O,R05CB01,Acetylcysteine
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR11,Lamivudine
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,P01BF03,Artesunate
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,R01AD11,Triamcinolone
CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,N02CA52,Ergotamine
CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1,D02BA02,Octinoxate
NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,V03AF03,Leucovorin
CC(C)(CO)[C@@H](O)C(=O)NCCCO,A11HA30,Dexpanthenol
NNC(=O)C1=CC=NC=C1,J04AC51,Isoniazid
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,R03BA06,Triamcinolone
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,J04AB04,Rifabutin
C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,P02CE01,Levamisole
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,J02AA01,Amphotericin B
CN(C)C(=N)NC(N)=N,A10BD15,Metformin
COC1=CC=C2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5OC1=C2[C@]45CCN3C,R05DA03,Hydrocodone
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,J01GB04,Kanamycin
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR13,Lamivudine
OC(=O)P(O)(O)=O,J05AD01,Foscarnet
C[C@@H](O)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O,H01CB01,Somatostatin
NC[C@H]1CC[C@@H](CC1)C(O)=O,B02AA02,Tranexamic acid
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,G03EA03,Prasterone
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03CA03,Estradiol
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,S01HA05,Procaine
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,J01GB06,Amikacin
NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CNC2=N1,B03AE01,Folic acid
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,A02BD02,Tetracycline
O=C1CCC(=O)N1,G04BX10,Succinimide
COC1=CC=C2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C,N02AJ07,Codeine
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,S01AA24,Kanamycin
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,J01BA01,Chloramphenicol
CC1C2CC3=CC=C(O)C=C3C1(C)CCN2CC=C(C)C,N02AD01,Pentazocine
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR04,Lamivudine
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,N01BA52,Procaine
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,L01CD01,Paclitaxel
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,J01AA20,Demeclocycline
CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,G03XA02,Gestrinone
COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=C1C=C1OCOC1=C2,L01CB01,Etoposide
NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,V04CJ02,Protirelin
COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,L01XX01,Amsacrine
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\C1=CC(OC)=C(OC)C(OC)=C1,C02LA02,Rescinnamine
CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1,G04CA54,Tamsulosin
CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,D04AA15,Bamipine
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C07CB02,Metoprolol
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,R05CB16,Mannitol
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1,M01AE03,Ketoprofen
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,V04CG30,Caffeine
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,R06AA02,Diphenhydramine
CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,A10BB12,Glimepiride
CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=CC=CC=C41)[C@](O)(C2)C(=O)OC,C04AX07,Vincamine
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,D04AA32,Diphenhydramine
COC1=CC=NC(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=C1OC,A02BD11,Pantoprazole
NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,L04AA40,Cladribine
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA11,Estradiol
CC(N)C(O)C1=CC=CC=C1,R01BA01,Phenylpropanolamine
C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,L01XX22,Alitretinoin
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,C10BX03,Atorvastatin
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,C10BX06,Atorvastatin
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,S01BC02,Oxyphenbutazone
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,N06AB03,Fluoxetine
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA15,Estradiol
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,G03EA01,Methyltestosterone
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,J01CA51,Ampicillin
CC(=O)OCC[N+](C)(C)C,S01EB09,Acetylcholine
CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O,D11AX02,Gamolenic acid
OC(C(O)=O)C1=CC=CC=C1,J01XX06,Mandelic acid
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,C01AA06,Lanatoside C
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,G03DA04,Progesterone
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,D06AA03,Oxytetracycline
CN[C@@H](C)[C@H](O)C1=CC=CC=C1,R01AB05,Ephedrine
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,S01BA05,Triamcinolone
CC(C)(O)C(Cl)(Cl)Cl,A04AD04,Chlorobutanol
NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CNC2=N1,B03BB01,Folic acid
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FB06,Estradiol
CC[C@]1(O)C[C@@H]2C[N@](C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,L01CA02,Vincristine
COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,D01AA08,Griseofulvin
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C09DX03,Hydrochlorothiazide
NCC1(CC(O)=O)CCCCC1,N03AX12,Gabapentin
CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,P01BA01,Chloroquine
O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12,N07BA04,Cytisine
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@H]12,G04BE04,Yohimbine
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,J01FA01,Erythromycin
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,G03BA03,Testosterone
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,G01AA01,Nystatin
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,G03CA07,Estrone
NNC(=O)C1=CC=NC=C1,J04AM04,Isoniazid
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03AA14,Estradiol
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FB11,Estradiol
CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,D05AD01,Trioxsalen
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,C05AD05,Procaine
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,C10BX01,Simvastatin
COC1=CC=C(O)C=C1,D11AX06,Mequinol
CN[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@H](C)[C@@]1(O)CO,S01AA15,Dihydrostreptomycin
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2C,S01HA01,Cocaine
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,P01BF04,Artesunate
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,S01CA08,Methylprednisolone
NCCC1=CN=CN1,L03AX14,Histamine
CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,R06AX01,Bamipine
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,B05CX04,Mannitol
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,C02AA52,Reserpine
